age,gender,employment_type,monthly_income_ngn,loan_amount_ngn,loan_term_months,previous_loans,previous_defaults,repayment_history_score,savings_balance_ngn,business_age_months,daily_sales_ngn,debt_to_income_ratio,collateral_available,region,defaulted
49,Female,Casual,154787.32,214200.0,2,4,0,85.96,208179.41,87,1.27,0.6919,No,North Central,0
24,Male,Salaried,69275.23,20000.0,6,2,0,99.59,9522.96,14,0.6,0.0481,No,South East,0
50,Female,Self-employed,461638.9,534800.0,1,4,0,83.29,307418.87,35,11135.76,1.1585,No,South South,1
22,Female,Casual,220595.54,20000.0,12,0,0,91.25,148462.69,51,0.0,0.02,No,South South,0
26,Male,Self-employed,91028.55,69200.0,6,2,0,89.52,98267.29,137,4220.19,0.1267,No,South West,0
46,Female,Self-employed,92976.8,149800.0,3,1,0,98.01,132914.92,97,2713.66,0.5371,No,North Central,0
56,Female,Unemployed,181796.95,396700.0,6,0,0,95.63,91960.41,79,1.11,0.3637,No,South West,0
26,Male,Salaried,329888.22,353400.0,6,3,0,89.51,361972.87,35,0.05,0.1785,No,South West,0
32,Female,Trader,85183.98,87600.0,12,2,0,91.05,85557.94,108,2880.88,0.0857,Yes,North West,0
62,Female,Casual,371174.73,631200.0,1,5,0,100.0,392134.58,72,0.15,1.7005,No,North East,0
65,Female,Salaried,169591.91,242000.0,12,2,0,88.51,13773.57,24,0.0,0.1189,No,South South,0
45,Female,Trader,98327.0,63800.0,3,2,0,92.72,87965.58,2,2439.23,0.2163,Yes,North West,0
39,Female,Self-employed,132815.12,122300.0,2,1,0,98.05,211776.99,55,6081.27,0.4604,No,South East,0
34,Male,Casual,560885.55,900500.0,9,2,0,94.49,256217.57,14,0.0,0.1784,No,South East,0
47,Male,Casual,73011.59,28800.0,6,2,0,98.26,98266.35,1,0.0,0.0657,No,South West,0
46,Female,Casual,111857.58,20000.0,12,3,2,70.29,138692.29,12,0.0,0.02,No,North East,0
32,Male,Salaried,334332.56,402300.0,6,2,0,100.0,560611.03,76,0.0,0.2005,No,South West,0
19,Male,Trader,207193.66,20000.0,6,2,0,94.32,119008.69,79,5291.18,0.02,Yes,North East,0
25,Male,Unemployed,107624.72,164400.0,3,4,1,87.26,156715.66,65,0.28,0.5092,No,North Central,0
64,Male,Trader,336996.47,625600.0,12,1,0,95.47,170380.34,101,9331.64,0.1547,No,North West,0
38,Male,Trader,347564.09,215400.0,9,1,0,87.73,280217.24,101,16840.72,0.0689,No,South West,0
41,Male,Salaried,223265.31,149200.0,6,1,0,95.37,188775.9,17,0.0,0.1114,No,South East,0
40,Female,Casual,120892.18,166900.0,12,1,1,66.86,146116.63,41,0.0,0.115,Yes,North West,0
55,Male,Salaried,133627.87,20000.0,2,1,0,96.62,61289.68,59,1.77,0.0748,Yes,North East,0
21,Female,Self-employed,216587.86,217700.0,12,3,0,79.08,131132.1,113,11473.95,0.0838,No,South West,1
21,Female,Unemployed,76723.11,103000.0,6,1,0,87.07,127345.72,93,1.15,0.2237,No,South West,0
31,Male,Unemployed,426672.62,572400.0,12,1,0,99.99,481198.67,40,0.0,0.1118,Yes,South South,0
41,Female,Unemployed,543534.27,949400.0,9,3,0,97.26,520592.99,58,0.0,0.1941,No,North Central,0
50,Female,Self-employed,154406.11,85400.0,6,2,0,93.88,21839.49,89,3300.47,0.0922,No,North Central,0
41,Female,Salaried,226880.8,256400.0,9,3,1,78.42,384863.47,58,0.98,0.1256,No,North Central,0
39,Female,Self-employed,389057.9,687000.0,9,4,1,72.76,510901.05,62,24734.83,0.1962,No,South South,0
63,Male,Salaried,641668.23,297600.0,1,6,0,90.0,1066632.59,86,0.0,0.4638,Yes,South South,0
25,Male,Casual,495216.34,295600.0,9,6,0,98.8,299486.58,13,0.53,0.0663,No,North Central,0
45,Female,Self-employed,58256.6,215400.0,6,1,0,92.22,15074.43,64,3751.31,0.6162,Yes,South West,0
44,Female,Self-employed,146620.4,297700.0,12,1,1,70.37,187800.81,131,6041.55,0.1692,No,South East,0
40,Female,Salaried,249236.99,134900.0,12,3,0,85.38,315630.01,54,0.0,0.0451,No,South West,0
56,Female,Self-employed,130544.69,33100.0,2,0,0,88.32,194002.29,49,2819.98,0.1268,No,South East,0
30,Male,Casual,573498.45,543900.0,1,4,0,92.15,35489.73,23,0.0,0.9484,No,North Central,0
63,Male,Trader,519076.21,437100.0,3,6,1,77.43,528802.14,122,21941.51,0.2807,No,North West,1
33,Female,Salaried,105911.33,37600.0,9,4,0,86.61,30187.75,66,0.0,0.0394,No,South East,0
44,Female,Salaried,161967.68,285100.0,12,3,1,86.41,136089.13,62,0.0,0.1467,Yes,North Central,0
42,Male,Self-employed,110580.82,77600.0,9,3,0,80.14,187855.41,10,5014.24,0.078,No,North East,0
58,Male,Salaried,158558.46,287300.0,12,5,1,75.08,202925.4,90,0.24,0.151,No,South West,0
39,Female,Unemployed,155465.81,267300.0,6,1,0,99.49,75575.38,83,0.62,0.2866,No,North Central,1
31,Female,Trader,334696.62,534400.0,6,1,0,97.78,361840.03,37,16353.53,0.2661,No,South East,0
19,Female,Salaried,101033.77,20000.0,12,3,0,92.11,85304.97,56,0.0,0.02,Yes,South South,0
35,Male,Casual,35000.0,71900.0,1,2,0,100.0,27926.33,54,0.1,2.0,No,South West,1
57,Female,Self-employed,63434.24,64500.0,6,0,0,95.82,10010.47,127,2466.41,0.1695,No,South East,0
18,Female,Salaried,92255.4,63100.0,3,3,1,77.77,102789.47,96,0.0,0.228,No,South West,0
61,Male,Self-employed,117537.49,157000.0,2,0,0,98.21,124678.47,6,6994.14,0.6679,Yes,South South,0
44,Male,Salaried,203287.29,55300.0,6,0,0,96.84,40545.92,65,0.0,0.0453,Yes,North West,0
24,Female,Self-employed,89218.71,225500.0,3,1,1,86.84,23458.44,172,4549.82,0.8425,Yes,South West,0
32,Female,Casual,81919.86,101600.0,6,2,0,92.07,66365.51,74,0.0,0.2067,Yes,South West,0
44,Female,Unemployed,98377.88,155200.0,2,1,0,92.3,92297.89,45,0.0,0.7888,No,South East,0
33,Male,Self-employed,87163.16,20000.0,6,1,0,95.38,31868.1,31,3093.47,0.0382,No,South South,0
23,Female,Trader,125528.89,320600.0,3,2,1,79.14,178555.88,121,5856.13,0.8513,No,South South,0
49,Male,Salaried,122085.31,216000.0,12,1,0,100.0,148874.78,95,0.92,0.1474,Yes,North Central,0
50,Male,Self-employed,281700.31,214800.0,6,3,0,97.67,118810.68,147,14613.13,0.1271,No,South West,0
23,Male,Salaried,94609.96,106300.0,12,2,1,77.87,130255.57,19,1.02,0.0936,No,South East,0
31,Male,Self-employed,142667.83,49300.0,6,1,0,83.56,145003.33,9,3180.61,0.0576,Yes,South East,0
29,Female,Salaried,126304.05,126100.0,1,3,0,100.0,72399.58,17,0.26,0.9984,No,North Central,0
49,Female,Unemployed,304518.57,311600.0,9,2,0,91.37,431475.12,1,0.72,0.1137,Yes,North Central,0
53,Male,Casual,162824.89,95600.0,1,2,1,83.06,145740.07,4,0.54,0.5871,No,South South,0
52,Female,Self-employed,356348.69,104400.0,6,7,1,81.06,274909.21,29,9886.72,0.0488,Yes,North West,0
63,Female,Trader,85107.59,26500.0,6,2,0,99.65,6489.87,34,2663.38,0.0519,No,North West,0
54,Female,Salaried,174315.79,312100.0,9,2,0,90.13,244926.23,31,0.0,0.1989,No,North Central,0
33,Female,Trader,123795.09,350400.0,12,1,0,94.83,62606.0,159,5670.68,0.2359,No,South West,0
23,Female,Self-employed,81127.9,112200.0,3,4,0,90.18,42933.46,16,1913.55,0.461,No,South South,0
47,Male,Salaried,172272.01,101700.0,9,0,0,100.0,246102.15,77,0.73,0.0656,No,North East,0
61,Male,Trader,555217.48,659800.0,6,2,0,88.73,106804.49,166,23211.21,0.1981,No,South West,0
64,Male,Self-employed,103395.98,129800.0,9,2,0,97.92,168014.87,57,4704.66,0.1395,Yes,North Central,1
29,Male,Self-employed,165688.76,310200.0,12,1,0,100.0,98835.42,63,8688.21,0.156,No,North West,0
29,Female,Self-employed,76708.02,20000.0,6,2,0,100.0,46047.16,122,4468.71,0.0435,Yes,South South,0
19,Male,Salaried,69718.02,219400.0,3,1,1,80.05,83908.99,0,0.0,1.049,No,South South,0
24,Female,Salaried,107904.1,20000.0,12,4,2,75.14,69657.44,59,0.95,0.02,No,South South,0
44,Female,Trader,134352.63,208000.0,6,5,2,68.99,66764.55,129,3351.89,0.258,No,North East,1
44,Male,Trader,138286.54,78700.0,12,1,0,100.0,43273.4,74,3255.08,0.0474,No,North Central,0
35,Female,Salaried,155405.93,285700.0,6,2,0,92.42,92884.68,36,0.0,0.3064,No,North West,0
32,Female,Self-employed,61654.16,20000.0,12,2,0,93.49,102015.01,28,2799.99,0.027,No,North Central,1
57,Female,Trader,119832.13,174100.0,1,2,0,87.85,31917.8,37,7288.19,1.4529,No,North Central,0
40,Female,Trader,249410.43,485800.0,9,2,1,76.28,397709.75,54,7191.17,0.2164,No,North Central,0
56,Female,Casual,74447.75,208000.0,6,1,0,94.46,74270.45,72,1.48,0.4657,No,South South,0
64,Male,Self-employed,142895.29,79900.0,9,1,1,87.81,166234.33,28,4692.86,0.0621,No,South South,0
33,Male,Self-employed,217740.78,224200.0,12,4,3,59.93,296751.15,153,12499.22,0.0858,No,South West,1
27,Female,Self-employed,108254.33,76200.0,9,1,1,89.27,13306.61,60,3655.57,0.0782,Yes,South South,0
63,Male,Self-employed,224740.79,495200.0,9,3,0,78.01,372555.27,107,8779.83,0.2448,Yes,South South,0
48,Female,Salaried,66968.66,86000.0,2,3,2,76.29,87293.46,73,0.1,0.6421,Yes,North West,1
31,Male,Salaried,320681.71,244900.0,2,3,0,84.61,440403.64,74,0.48,0.3818,No,South East,0
47,Female,Casual,228315.24,432900.0,6,2,1,81.55,171777.62,84,0.0,0.316,Yes,South South,0
42,Female,Salaried,186632.11,249400.0,6,2,1,58.23,193221.56,17,0.26,0.2227,No,North East,0
61,Female,Trader,373937.46,403800.0,2,2,0,94.46,365060.33,117,24341.72,0.5399,No,South East,0
30,Male,Self-employed,145311.54,166000.0,9,5,0,100.0,30785.95,87,5640.81,0.1269,Yes,North East,0
65,Male,Self-employed,120463.93,330700.0,9,2,0,88.11,44510.33,94,3069.06,0.305,Yes,South South,0
62,Male,Casual,439268.41,287400.0,1,3,0,94.25,579102.3,23,0.97,0.6543,No,South South,0
26,Male,Trader,595531.7,401100.0,1,2,0,100.0,515412.97,152,18874.09,0.6735,No,North West,0
25,Female,Salaried,114688.8,243100.0,6,3,0,99.14,40859.77,29,0.0,0.3533,No,South West,0
43,Female,Trader,167172.09,165100.0,9,1,0,83.08,244860.37,152,8001.38,0.1097,No,South East,0
20,Female,Self-employed,355041.44,600900.0,12,2,1,83.48,117641.68,73,13035.07,0.141,No,South West,0
32,Female,Self-employed,171085.36,198600.0,6,2,0,100.0,269203.54,8,5908.19,0.1935,Yes,North East,0
38,Female,Trader,264923.04,238600.0,1,2,0,100.0,343192.36,96,16267.03,0.9006,No,South South,0
64,Female,Trader,298932.92,302000.0,12,0,0,85.39,417212.46,180,7781.07,0.0842,No,South West,0
65,Female,Self-employed,124893.19,142200.0,2,1,0,86.4,110398.0,103,5108.54,0.5693,No,South East,0
25,Male,Unemployed,236390.57,332400.0,9,3,1,84.09,207684.5,90,0.0,0.1562,No,North East,0
60,Female,Trader,179276.91,120000.0,6,3,2,71.39,44449.72,16,8712.98,0.1116,No,South South,1
22,Male,Trader,81613.3,52300.0,12,1,0,100.0,129844.46,121,4039.5,0.0534,No,South South,0
53,Male,Salaried,94602.38,43500.0,9,0,0,88.46,65530.49,72,0.0,0.0511,No,North West,0
58,Female,Salaried,117787.94,175100.0,1,4,1,82.4,116766.86,73,0.0,1.4866,No,South West,1
60,Female,Self-employed,329143.81,498100.0,6,0,0,88.27,55876.34,83,13544.33,0.2522,No,South West,0
28,Male,Trader,336244.86,556900.0,3,3,0,86.95,126879.7,118,12001.53,0.5521,Yes,North West,0
60,Male,Self-employed,293066.71,525800.0,3,2,0,96.84,435306.61,163,9520.18,0.598,No,South West,0
23,Female,Trader,239613.88,216900.0,6,3,1,84.06,184513.47,100,8951.15,0.1509,No,North Central,1
42,Female,Salaried,235401.83,360300.0,6,3,0,97.19,160987.82,57,0.7,0.2551,No,South West,1
40,Male,Trader,215588.42,24500.0,12,0,0,90.0,104295.98,105,8596.37,0.02,Yes,North Central,0
33,Male,Casual,234603.05,253800.0,1,3,0,98.69,383148.11,35,0.02,1.0818,No,North Central,0
19,Female,Trader,245167.72,197300.0,6,0,0,86.11,285480.8,37,8967.13,0.1341,No,North Central,0
55,Female,Trader,72246.4,111100.0,12,4,0,90.81,62470.8,104,2948.3,0.1281,No,North Central,0
34,Male,Casual,107694.25,106000.0,6,3,0,86.25,175072.29,7,1.49,0.164,No,South East,0
49,Female,Salaried,92218.23,20000.0,6,2,1,87.94,92136.03,7,0.7,0.0361,No,South West,0
37,Male,Trader,369666.45,757700.0,9,3,0,100.0,586041.62,113,15689.88,0.2277,No,South East,0
35,Female,Unemployed,527485.79,844600.0,9,1,0,96.58,165264.68,26,2.4,0.1779,Yes,South South,0
60,Female,Self-employed,43951.01,176900.0,6,5,0,93.29,31971.42,165,1465.03,0.6708,No,North West,1
22,Female,Salaried,497744.23,440600.0,12,5,1,83.18,474144.29,50,0.0,0.0738,No,North West,1
53,Female,Unemployed,190437.82,457900.0,1,3,0,89.94,65677.13,87,0.0,2.0,No,South South,1
53,Male,Salaried,347659.91,429300.0,1,3,1,87.88,381530.27,16,1.78,1.2348,Yes,South East,1
36,Female,Self-employed,250174.96,328200.0,6,4,1,82.49,316771.22,123,10830.55,0.2186,Yes,South West,0
30,Male,Salaried,459075.02,345900.0,2,2,1,73.27,204068.22,84,0.0,0.3767,No,South West,1
18,Female,Self-employed,206291.34,503000.0,3,1,0,100.0,144059.1,99,7726.84,0.8128,Yes,South West,0
62,Male,Self-employed,74196.09,89000.0,2,3,0,87.91,117326.03,63,2139.77,0.5998,No,South West,1
63,Male,Self-employed,168051.11,252500.0,9,5,0,89.41,171747.28,56,4207.4,0.1669,No,North West,0
29,Male,Unemployed,251673.67,483400.0,6,1,0,96.82,301543.36,9,0.52,0.3201,No,North Central,0
19,Female,Self-employed,156425.86,97800.0,12,2,1,72.57,213165.55,49,3991.53,0.0521,No,North East,0
23,Male,Self-employed,276022.52,379800.0,3,3,1,94.86,114138.62,27,6960.47,0.4587,Yes,South West,0
21,Male,Casual,172475.22,224100.0,9,2,1,77.66,213134.92,89,0.67,0.1444,Yes,North Central,0
57,Male,Casual,122226.49,164100.0,3,2,0,98.43,184834.54,4,0.0,0.4475,Yes,South South,0
60,Female,Salaried,88860.78,80300.0,1,5,1,68.4,144177.82,88,0.18,0.9037,No,South West,1
25,Female,Salaried,139529.61,143600.0,9,2,0,89.69,29742.52,83,0.61,0.1144,No,South East,0
53,Female,Trader,205599.15,305500.0,2,5,0,93.08,81061.22,19,6678.14,0.743,Yes,South East,0
26,Male,Casual,50367.8,20000.0,9,2,0,100.0,3032.58,22,0.0,0.0441,No,South East,0
35,Male,Self-employed,108408.57,20000.0,9,1,0,86.47,76287.64,121,2847.68,0.0205,No,North East,0
46,Female,Salaried,49161.31,20000.0,9,5,1,89.72,26871.29,93,1.04,0.0452,No,South East,0
52,Male,Trader,120525.12,20000.0,6,3,1,85.52,122870.9,137,2938.95,0.0277,No,North East,0
59,Male,Trader,391980.24,49200.0,12,2,1,83.41,177561.44,9,25091.17,0.02,Yes,South South,0
20,Female,Self-employed,83261.08,20000.0,1,1,0,88.78,100343.8,16,4382.03,0.2402,No,North West,0
27,Female,Casual,284294.5,155700.0,12,4,1,73.59,464433.19,23,1.28,0.0456,No,South South,0
31,Male,Casual,1146756.94,389700.0,1,4,0,78.76,248751.74,75,1.07,0.3398,No,South East,0
32,Male,Trader,463013.7,811300.0,6,3,0,96.1,187130.21,110,22275.5,0.292,Yes,North Central,0
65,Female,Trader,196318.93,170900.0,12,2,0,98.39,72753.93,58,4214.06,0.0725,Yes,North East,0
55,Male,Trader,314485.9,340300.0,3,2,0,91.47,523708.17,172,11812.37,0.3607,No,South West,0
33,Male,Self-employed,73896.32,116900.0,12,2,1,74.54,74534.41,132,4774.13,0.1318,Yes,South West,0
64,Male,Self-employed,64730.81,138200.0,6,0,0,90.11,36565.47,122,2417.36,0.3558,Yes,North West,0
41,Male,Trader,183389.19,304600.0,12,4,1,79.29,124364.04,8,8546.72,0.1384,Yes,South West,0
42,Male,Trader,233236.68,384400.0,1,4,1,83.61,324581.72,142,10263.99,1.6481,No,North Central,0
38,Female,Self-employed,366617.71,257300.0,6,3,0,98.7,473525.12,25,12818.36,0.117,No,South South,0
24,Female,Salaried,124370.06,79700.0,3,4,1,73.43,92130.7,57,0.12,0.2136,No,South South,0
62,Female,Trader,204110.99,305800.0,1,3,1,80.66,106125.54,50,12177.94,1.4982,No,North West,1
18,Female,Trader,199612.77,147300.0,9,2,0,93.3,325344.02,174,10103.01,0.082,No,South South,0
26,Male,Self-employed,165265.07,64900.0,9,1,0,98.43,236319.95,175,10638.14,0.0436,Yes,South West,0
29,Female,Self-employed,171717.07,228600.0,9,3,1,79.29,10419.44,106,8327.88,0.1479,No,South South,0
31,Female,Salaried,103275.37,115700.0,9,2,0,97.74,91953.63,23,0.41,0.1245,Yes,North Central,0
24,Female,Unemployed,215889.49,67100.0,12,2,0,87.35,26006.3,50,0.91,0.0259,Yes,South West,0
18,Female,Casual,204330.61,161700.0,6,4,2,78.53,194918.28,48,0.44,0.1319,No,South West,0
50,Female,Self-employed,135226.24,20000.0,6,3,0,91.95,217208.96,178,8461.81,0.0247,No,North West,0
64,Male,Self-employed,277469.25,226300.0,9,3,0,91.54,23010.26,167,8474.44,0.0906,No,South South,0
23,Male,Trader,351091.68,565800.0,9,2,0,100.0,194888.4,101,14332.55,0.1791,Yes,South West,0
32,Female,Self-employed,279569.65,391600.0,3,3,0,91.67,245793.45,21,17598.95,0.4669,No,North Central,1
42,Male,Unemployed,91411.26,88300.0,6,1,0,91.04,43180.68,95,0.0,0.161,No,South South,0
62,Male,Salaried,192044.4,204700.0,3,2,0,84.03,47957.18,55,0.0,0.3553,Yes,North Central,0
51,Female,Salaried,99536.69,112000.0,9,3,0,100.0,49471.81,77,0.0,0.125,No,North West,0
54,Male,Self-employed,191658.94,239400.0,3,3,0,90.19,131958.43,62,7716.02,0.4164,No,North East,1
45,Female,Salaried,99789.0,20000.0,9,3,1,80.7,56251.38,25,1.33,0.0223,Yes,North West,0
38,Female,Trader,412861.84,251900.0,9,0,0,88.09,697765.3,134,24025.94,0.0678,No,North West,0
27,Male,Casual,299502.36,526700.0,12,2,0,96.91,490206.15,67,0.0,0.1465,Yes,South South,0
59,Female,Salaried,380847.83,378300.0,6,4,0,100.0,417024.61,77,0.0,0.1656,No,South South,0
56,Male,Self-employed,356586.27,561800.0,12,1,0,100.0,49916.96,73,17076.87,0.1313,No,South East,1
19,Male,Trader,150967.87,99200.0,9,2,0,93.18,27096.15,161,4480.87,0.073,No,North Central,0
52,Male,Casual,136498.08,38300.0,1,2,0,89.85,164377.47,72,0.0,0.2806,No,South South,0
22,Male,Self-employed,558401.0,768100.0,6,3,0,89.39,643640.6,105,28953.31,0.2293,No,North East,0
53,Male,Salaried,161681.62,240500.0,6,4,2,65.95,56061.25,77,0.21,0.2479,No,South East,1
57,Male,Trader,74625.29,86700.0,2,2,1,85.56,112595.04,92,4221.34,0.5809,Yes,South West,0
24,Female,Self-employed,346474.85,374700.0,6,1,0,97.81,428764.46,115,21985.14,0.1802,Yes,North West,0
38,Female,Trader,197632.85,382800.0,2,5,2,57.96,75806.08,178,10673.13,0.9685,No,South South,1
23,Male,Self-employed,479057.45,995900.0,12,0,0,94.94,739377.88,138,10178.88,0.1732,No,South South,0
45,Female,Salaried,210795.22,176900.0,6,2,0,86.87,266730.55,8,0.0,0.1399,No,South West,0
62,Female,Trader,177674.97,264500.0,3,1,1,78.54,275039.86,148,10931.92,0.4962,No,North Central,0
21,Female,Self-employed,485381.6,255400.0,6,0,0,100.0,737835.44,3,17525.09,0.0877,No,North Central,0
37,Male,Salaried,66218.09,20000.0,12,5,2,74.69,3686.09,68,0.0,0.0252,No,South West,1
64,Female,Self-employed,123035.31,58800.0,12,2,0,87.81,115427.85,110,3386.43,0.0398,No,South South,0
32,Female,Unemployed,101106.15,199200.0,12,1,0,96.45,21972.22,6,0.0,0.1642,No,South East,0
24,Female,Trader,43213.59,34200.0,12,3,1,84.27,26427.18,170,1379.72,0.066,No,South East,0
41,Female,Self-employed,317513.88,249500.0,6,2,1,72.35,172114.42,127,13143.98,0.131,No,South East,0
42,Male,Trader,125290.48,262600.0,6,4,0,84.51,112241.76,106,5437.97,0.3493,No,South East,0
49,Female,Self-employed,324227.71,57200.0,6,1,0,88.32,469063.8,175,20662.48,0.0294,No,South West,0
33,Male,Self-employed,231797.25,173000.0,12,2,0,90.92,67156.94,103,11542.62,0.0622,Yes,North East,0
63,Male,Self-employed,267093.68,382000.0,1,0,0,100.0,219069.17,104,16987.02,1.4302,Yes,North West,0
43,Female,Salaried,133880.44,164700.0,6,0,0,84.17,195305.25,75,0.0,0.205,Yes,South East,1
31,Male,Self-employed,109529.68,215800.0,3,5,1,71.53,89960.1,2,6487.33,0.6567,No,South West,0
64,Male,Unemployed,190814.44,183000.0,12,4,2,74.0,94224.31,41,0.0,0.0799,No,South West,1
62,Male,Salaried,327149.15,275400.0,6,3,0,89.02,319247.45,34,0.0,0.1403,No,South East,0
41,Female,Casual,174200.78,288400.0,12,5,0,87.06,13425.74,14,0.0,0.138,No,North Central,0
19,Female,Trader,114056.99,20000.0,12,1,0,98.55,91171.33,139,4910.04,0.02,Yes,South East,0
46,Male,Self-employed,82565.76,88500.0,2,3,1,81.14,75682.32,60,3064.85,0.5359,No,North East,0
44,Male,Salaried,205544.55,373000.0,9,2,0,100.0,85138.26,88,0.0,0.2016,No,South West,0
25,Male,Salaried,125563.67,176400.0,6,3,1,87.43,58335.16,77,0.0,0.2341,No,South West,0
48,Male,Salaried,171799.05,153500.0,6,2,0,85.54,37959.72,9,0.23,0.1489,No,North Central,0
58,Female,Trader,154122.95,282200.0,3,1,0,82.25,234907.3,16,8959.2,0.6103,No,South West,1
23,Male,Unemployed,134838.36,94100.0,9,2,0,100.0,17656.98,47,0.0,0.0775,No,South West,0
52,Female,Casual,217876.67,437500.0,6,0,0,93.13,331490.93,28,0.86,0.3347,No,North West,0
24,Male,Salaried,258109.65,300000.0,9,2,0,100.0,421742.33,13,0.0,0.1291,No,South West,0
53,Female,Salaried,645734.33,584900.0,9,0,0,100.0,644939.03,28,0.82,0.1006,Yes,South East,0
38,Female,Salaried,294605.11,130400.0,6,2,2,79.54,448267.68,2,0.0,0.0738,Yes,North West,0
18,Male,Unemployed,507172.09,358200.0,1,4,0,87.39,461069.44,44,2.05,0.7063,No,South West,0
64,Male,Salaried,105727.67,120400.0,1,2,1,77.57,11250.42,67,0.68,1.1388,No,North Central,1
25,Male,Salaried,63582.78,20000.0,3,1,1,88.61,29193.82,38,0.7,0.1049,No,South East,0
46,Female,Trader,178319.55,182400.0,12,5,1,81.99,294658.76,92,7498.17,0.0852,Yes,South West,0
26,Female,Self-employed,314402.67,255300.0,6,2,1,81.22,437689.05,47,12296.84,0.1353,Yes,South West,0
62,Male,Salaried,283925.52,22000.0,9,1,0,95.7,474724.32,56,2.7,0.02,No,South West,0
53,Female,Trader,395580.72,319700.0,12,2,0,88.93,299144.75,162,12077.68,0.0673,No,North Central,0
56,Female,Salaried,35000.0,80300.0,6,5,1,79.7,14856.21,60,0.0,0.3824,No,North Central,0
38,Male,Salaried,406421.92,372300.0,6,1,1,77.58,198758.5,17,0.0,0.1527,Yes,South South,0
40,Female,Salaried,223857.02,475900.0,12,4,1,78.72,316341.05,94,0.17,0.1772,Yes,South East,0
48,Male,Self-employed,65979.77,78000.0,9,1,0,87.86,25283.2,117,3425.28,0.1314,No,North Central,0
55,Female,Unemployed,288083.57,28100.0,2,4,0,93.11,303355.18,41,0.5,0.0488,Yes,North Central,0
58,Male,Self-employed,200962.94,484200.0,9,5,1,73.14,308341.58,27,4345.14,0.2677,No,South East,0
18,Male,Trader,230616.44,461000.0,12,2,1,82.27,321519.92,102,7313.87,0.1666,No,South South,0
49,Male,Self-employed,344597.75,162900.0,9,2,0,98.13,257612.12,173,19926.36,0.0525,No,South East,0
23,Male,Trader,238086.93,142400.0,9,6,0,98.79,165039.93,8,5250.85,0.0665,No,South West,0
31,Female,Unemployed,69104.55,74000.0,9,2,0,88.13,71238.96,94,0.0,0.119,No,South West,0
57,Male,Self-employed,164020.23,234500.0,9,2,1,77.29,126613.05,76,8819.24,0.1589,No,South East,0
30,Male,Unemployed,62896.31,20000.0,3,1,0,100.0,31647.71,71,0.0,0.106,No,South South,0
